cause_of_death,category_gpt_4o_mini,category_gpt_4o,category_consensus,consensus_no,without_consensus,category_unanimous_consensus,category_human
other benign neoplasm cervix uteri,none,none,none,2,False,none,none
mucormycosis unspecified,none,none,none,2,False,none,none
person injured in unspecified vehicle accident,none,none,none,2,False,none,none
drug-induced hypopituitarism,none,none,none,2,False,none,none
infarction of liver,none,none,none,2,False,none,none
other dissociative [conversion] disorders,none,none,none,2,False,none,none
malignant neoplasm external lower lip,none,oral cavity cancer,oral cavity cancer,1,True,,oral cavity cancer
subcutaneous phaeomycotic abscess and cyst,none,none,none,2,False,none,none
helicopter accident injuring occupant,none,none,none,2,False,none,none
other hydrocephalus,none,none,none,2,False,none,none
other specified intervertebral disc degeneration,none,none,none,2,False,none,none
developmental disorder of speech and language unspecified,none,none,none,2,False,none,none
secondary thrombocytopenia,none,none,none,2,False,none,none
gastric ulcer chronic or unspecified with haemorrhage,none,none,none,2,False,none,none
postconcussional syndrome,none,none,none,2,False,none,none
osteochondrodysplasia unspecified,none,none,none,2,False,none,none
disorders of both mitral and tricuspid valves,none,none,none,2,False,none,none
diverticulum of bladder,none,none,none,2,False,none,none
aortic valve insufficiency,none,none,none,2,False,none,none
congenital malformations of intestinal fixation,none,none,none,2,False,none,none
local antifungal anti-infective and anti-inflammatory drugs not elsewhere classified,none,none,none,2,False,none,none
bacterial infection unspecified,none,none,none,2,False,none,none
motorcycle rider injured in collision with two- or three-wheeled motor vehicle driver injured in traffic accident,none,none,none,2,False,none,none
other infective bursitis,none,none,none,2,False,none,none
benign neoplasm rectum,none,none,none,2,False,none,none
mental and behavioural disorders due to use of cocaine unspecified mental and behavioural disorder,none,none,none,2,False,none,none
other congenital malformation syndromes with other skeletal changes,none,none,none,2,False,none,none
dorsopathy unspecified,none,none,none,2,False,none,none
pectus excavatum,none,none,none,2,False,none,none
chronic kidney disease stage 3,none,none,none,2,False,none,none
other osteoporosis,none,none,none,2,False,none,none
person injured while boarding or alighting from special industrial vehicle,none,none,none,2,False,none,none
mononeuropathy unspecified,none,none,none,2,False,none,none
other respiratory tuberculosis without mention of bacteriological or histological confirmation,none,none,none,2,False,none,none
retrovirus infections not elsewhere classified,none,none,none,2,False,none,none
other specified general symptoms and signs,none,none,none,2,False,none,none
intraspinal abscess and granuloma,none,none,none,2,False,none,none
alcohol-induced acute pancreatitis,none,pancreatic cancer,pancreatic cancer,1,True,,none
malignant neoplasm anterior surface of epiglottis,none,larynx cancer,larynx cancer,1,True,,none
tuberculous peripheral lymphadenopathy,none,none,none,2,False,none,none
pedal cyclist injured in collision with other pedal cycle driver injured in nontraffic accident,none,none,none,2,False,none,none
temporomandibular joint disorders,none,none,none,2,False,none,none
other and unspecified convulsions,none,none,none,2,False,none,none
dengue unspecified 2016 onwards,none,none,none,2,False,none,none
benign neoplasm transverse colon,none,none,none,2,False,none,none
other specified disorders of bone,none,none,none,2,False,none,none
other spondylosis,none,none,none,2,False,none,none
other orthopoxvirus infections,none,none,none,2,False,none,none
malignant neoplasm trigone of bladder,bladder cancer,bladder cancer,bladder cancer,2,False,bladder cancer,bladder cancer
malignant neoplasm intestinal tract part unspecified,none,colorectal cancer,colorectal cancer,1,True,,none
benign neoplasm female genital organ unspecified,none,none,none,2,False,none,none
unspecified cleft palate with unilateral cleft lip,none,none,none,2,False,none,none
acute upper respiratory infection unspecified,none,none,none,2,False,none,none
biliary cirrhosis unspecified,none,none,none,2,False,none,none
mental and behavioural disorders due to use of alcohol residual and late-onset psychotic disorder,none,none,none,2,False,none,none
other chronic thyroiditis,none,none,none,2,False,none,none
other cardiomyopathies,none,none,none,2,False,none,none
malignant neoplasm uvula,oral cavity cancer,oral cavity cancer,oral cavity cancer,2,False,oral cavity cancer,oral cavity cancer
influenza with other manifestations virus not identified,none,none,none,2,False,none,none
cushing syndrome unspecified,none,none,none,2,False,none,none
malignant neoplasm frontal lobe,none,none,none,2,False,none,none
acute poliomyelitis unspecified,none,none,none,2,False,none,none
laryngeal spasm,none,none,none,2,False,none,none
congenital malformation of cardiac septum unspecified,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour ureter,none,none,none,2,False,none,none
chronic adhesive pericarditis,none,none,none,2,False,none,none
chronic sinusitis unspecified,none,none,none,2,False,none,none
other classical hodgkin lymphoma,none,none,none,2,False,none,none
coronary artery aneurysm,none,ischaemic heart disease,ischaemic heart disease,1,True,,ischaemic heart disease
fetus and newborn affected by placenta praevia,none,none,none,2,False,none,none
malignant neoplasm overlapping lesion of brain,none,none,none,2,False,none,none
diverticular disease of both small and large intestine with perforation and abscess,none,none,none,2,False,none,none
discordant ventriculoarterial connection,none,none,none,2,False,none,none
congenital herpesviral [herpes simplex] infection,none,none,none,2,False,none,none
during injection or immunization,none,none,none,2,False,none,none
panic disorder [episodic paroxysmal anxiety],none,none,none,2,False,none,none
infection of obstetric surgical wound,none,none,none,2,False,none,none
intracranial haemorrhage nontraumatic unspecified,none,cerebrovascular disease,cerebrovascular disease,1,True,,cerebrovascular disease
neoplasm of uncertain or unknown behaviour brain infratentorial,none,none,none,2,False,none,none
other cerebral palsy,none,none,none,2,False,none,none
congestion and haemorrhage of prostate,none,none,none,2,False,none,none
other specified heart block,none,none,none,2,False,none,none
other porphyria,none,none,none,2,False,none,none
other complications of spinal and epidural anaesthesia during labour and delivery,none,none,none,2,False,none,none
acute sinusitis unspecified,none,none,none,2,False,none,none
embolism and thrombosis of vena cava,none,none,none,2,False,none,none
sepsis due to other gram-negative organisms,none,none,none,2,False,none,none
other depressive episodes,none,none,none,2,False,none,none
car occupant injured in collision with railway train or railway vehicle driver injured in traffic accident,none,none,none,2,False,none,none
congenital malformation of oesophagus unspecified,none,none,none,2,False,none,none
geniculate ganglionitis,none,none,none,2,False,none,none
abscess of vulva,none,none,none,2,False,none,none
hepatic sclerosis,none,none,none,2,False,none,none
juvenile osteochondrosis of pelvis,none,none,none,2,False,none,none
folate deficiency anaemia unspecified,none,none,none,2,False,none,none
hydrops fetalis not due to haemolytic disease,none,none,none,2,False,none,none
macroglossia,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour rectum,none,none,none,2,False,none,colorectal cancer
abscess of tendon sheath,none,none,none,2,False,none,none
secondary malignant neoplasm of pleura,none,none,none,2,False,none,none
malignant neoplasm scrotum,none,none,none,2,False,none,none
dextrocardia,none,none,none,2,False,none,none
periodontal disease unspecified,none,none,none,2,False,none,none
carcinoma in situ digestive organ unspecified,none,none,none,2,False,none,none
malignant neoplasm overlapping lesion of floor of mouth,oral cavity cancer,oral cavity cancer,oral cavity cancer,2,False,oral cavity cancer,oral cavity cancer
acute rheumatic heart disease unspecified,none,none,none,2,False,none,none
erythematous condition unspecified,none,none,none,2,False,none,none
meningitis unspecified,none,none,none,2,False,none,none
flaccid neuropathic bladder not elsewhere classified,none,none,none,2,False,none,none
acute appendicitis with localized peritonitis,none,none,none,2,False,none,none
atrial fibrillation and atrial flutter unspecified from 2014 onwards,none,none,none,2,False,none,none
mental and behavioural disorders due to use of opioids harmful use,none,none,none,2,False,none,none
cerebrospinal fluid leak,none,none,none,2,False,none,none
benign neoplasm pharynx unspecified,none,none,none,2,False,none,none
malignant neoplasm female genital organ unspecified,none,none,none,2,False,none,none
mesothelioma of other sites,none,none,none,2,False,none,none
atherosclerosis of arteries of extremities,none,ischaemic heart disease,ischaemic heart disease,1,True,,none
pulmonary heart disease unspecified,pulmonary disease,pulmonary disease,pulmonary disease,2,False,pulmonary disease,none
adenosine deaminase [ada] deficiency,none,none,none,2,False,none,none
chronic viral hepatitis unspecified,none,none,none,2,False,none,none
other disorders of pituitary gland,none,none,none,2,False,none,none
disorder of brain unspecified,none,none,none,2,False,none,none
intracerebral haemorrhage intraventricular,none,cerebrovascular disease,cerebrovascular disease,1,True,,cerebrovascular disease
malignant neoplasm spermatic cord,none,none,none,2,False,none,none
